Transaction_ID,Date,Account_Number,Transaction_Type,Amount,Currency,Counterparty,Category,Payment_Method,Risk_Incident,Risk_Type,Incident_Severity,Error_Code,User_ID,System_Latency,Login_Frequency,Failed_Attempts,IP_Region
TXN07536,2024-09-02,498287,Debit,1683.55,USD,Walters-Stephens,Sales,Cash,0,None,None,None,U417,339.12,7,5,AO
TXN07537,2024-02-04,505044,Refund,6214.54,USD,Peck-Campbell,Sales,Cash,0,None,None,None,U073,156.18,7,2,MG
TXN07538,2024-12-09,858925,Debit,4839.4,USD,"Jacobs, Gomez and Nichols",Sales,Credit Card,0,None,None,None,U273,167.67,8,2,NG
TXN07539,2024-10-10,399015,Refund,5867.68,USD,Knox-Wilson,Inventory,Cash,0,None,None,None,U432,137.97,2,0,HR
TXN07540,2024-09-09,865786,Debit,6976.57,USD,Johnson-Anderson,Inventory,Cash,0,None,None,None,U422,491.02,4,3,GE
TXN07541,2024-07-15,364552,Debit,9761.61,USD,Fowler Inc,Sales,Bank Transfer,0,None,None,None,U190,142.06,7,2,ID
TXN07542,2024-06-11,241651,Refund,7449.07,USD,Barnett Group,Marketing,Cash,0,None,None,None,U324,308.92,5,3,PW
TXN07543,2024-10-20,125319,Refund,8346.77,USD,"Hahn, Ford and Hughes",Marketing,Bank Transfer,0,None,None,None,U147,472.53,7,0,CN
TXN07544,2024-09-13,462829,Refund,9338.62,USD,Griffin Group,Marketing,Bank Transfer,1,Error,Low,F001,U291,102.79,4,3,DJ
TXN07545,2024-11-30,353281,Refund,7809.85,USD,Moon PLC,Sales,Cash,0,None,None,None,U136,397.65,6,5,LY
TXN07546,2024-05-02,792561,Debit,5579.0,USD,Cisneros-Barrera,Inventory,Credit Card,0,None,None,None,U121,437.23,2,0,PH
TXN07547,2024-07-09,538659,Credit,4583.95,USD,"Francis, Sherman and Miller",Operations,Bank Transfer,0,None,None,None,U196,144.84,5,2,DE
TXN07548,2024-08-23,581967,Refund,3228.92,USD,Ward Group,Payroll,Credit Card,0,None,None,None,U412,294.64,6,0,LR
TXN07549,2024-05-28,678723,Refund,3695.02,USD,"Phillips, Poole and Barnes",Inventory,Bank Transfer,0,None,None,None,U273,239.62,3,0,MT
TXN07550,2024-09-02,516941,Refund,9000.71,USD,Lopez Group,Payroll,Credit Card,0,None,None,None,U470,282.57,3,3,LV
TXN07551,2024-02-02,138966,Refund,373.43,USD,Dunn-Delacruz,Operations,Credit Card,1,Misstatement,Medium,M003,U320,237.42,9,5,TT
TXN07552,2024-05-09,867847,Credit,1888.92,USD,Espinoza Inc,Operations,Bank Transfer,0,None,None,None,U277,467.66,3,5,AO
TXN07553,2024-05-20,272328,Credit,5713.68,USD,King-Duncan,Inventory,Bank Transfer,0,None,None,None,U423,397.19,4,5,JO
TXN07554,2024-11-12,453601,Refund,181.04,USD,Patrick-Reed,Payroll,Bank Transfer,0,None,None,None,U323,470.0,3,3,EC
TXN07555,2024-08-06,686300,Credit,6649.16,USD,Crane Group,Payroll,Credit Card,0,None,None,None,U075,255.95,6,2,ZA
TXN07556,2024-03-06,173385,Credit,3731.65,USD,Adams-Guzman,Payroll,Credit Card,0,None,None,None,U212,461.44,4,1,FJ
TXN07557,2024-04-04,707401,Refund,3393.87,USD,Gonzalez Ltd,Marketing,Cash,0,None,None,None,U088,289.26,5,4,MV
TXN07558,2024-02-10,711297,Refund,7499.83,USD,Mullins and Sons,Marketing,Credit Card,0,None,None,None,U135,241.73,9,2,NZ
TXN07559,2024-01-09,829872,Refund,84.3,USD,Santiago Ltd,Operations,Bank Transfer,0,None,None,None,U006,108.36,6,1,MW
TXN07560,2024-04-22,613205,Credit,3158.55,USD,"Santana, Thompson and Warren",Sales,Cash,0,None,None,None,U444,260.5,3,0,AF
TXN07561,2024-03-07,629544,Debit,4640.18,USD,"Garner, Martin and Montgomery",Payroll,Credit Card,0,None,None,None,U500,454.16,10,0,AR
TXN07562,2024-12-08,883026,Refund,1349.46,USD,Villanueva Group,Payroll,Credit Card,0,None,None,None,U345,359.0,8,2,KH
TXN07563,2024-03-12,979941,Refund,968.81,USD,"Golden, Ramirez and Smith",Inventory,Bank Transfer,0,None,None,None,U496,364.75,10,2,NZ
TXN07564,2024-08-04,719969,Credit,5209.94,USD,Molina-Aguirre,Operations,Cash,0,None,None,None,U074,369.46,10,2,NZ
TXN07565,2024-03-28,192163,Refund,7663.59,USD,"Rodriguez, Goodman and Kane",Payroll,Cash,0,None,None,None,U393,462.99,4,3,MY
TXN07566,2024-05-18,161861,Refund,5932.93,USD,Nelson Ltd,Payroll,Credit Card,1,Error,Medium,F001,U464,350.92,5,5,RU
TXN07567,2024-04-10,530771,Refund,4739.56,USD,Davenport LLC,Marketing,Bank Transfer,1,Error,Medium,F001,U295,213.51,10,5,TD
TXN07568,2024-01-20,287240,Credit,5540.31,USD,Archer LLC,Payroll,Cash,0,None,None,None,U087,178.51,7,4,AM
TXN07569,2024-03-22,781195,Credit,5520.53,USD,Andrews PLC,Inventory,Cash,0,None,None,None,U360,341.64,6,3,OM
TXN07570,2024-06-15,391892,Debit,7618.22,USD,"Bradley, Long and Sanchez",Operations,Credit Card,0,None,None,None,U467,272.51,8,4,IR
TXN07571,2024-12-15,160231,Refund,1206.33,USD,"Gonzales, Hess and Garcia",Operations,Cash,0,None,None,None,U442,269.99,8,2,MD
TXN07572,2024-05-19,242516,Debit,8110.18,USD,"Washington, Gardner and Gilbert",Payroll,Credit Card,0,None,None,None,U035,451.9,6,4,IL
TXN07573,2024-03-24,109838,Refund,7863.6,USD,"Robbins, Hanson and Estes",Payroll,Cash,0,None,None,None,U387,448.16,9,1,CL
TXN07574,2024-01-09,162288,Credit,6384.42,USD,Perry PLC,Payroll,Credit Card,0,None,None,None,U394,323.24,4,1,DZ
TXN07575,2024-02-04,928881,Debit,2467.92,USD,Hood Ltd,Inventory,Bank Transfer,0,None,None,None,U302,403.46,4,1,SN
TXN07576,2024-07-16,274846,Debit,5375.44,USD,"Thomas, White and Martinez",Sales,Bank Transfer,0,None,None,None,U218,299.61,6,1,SA
TXN07577,2024-07-13,788733,Debit,4262.15,USD,Bates-Edwards,Payroll,Cash,0,None,None,None,U367,482.73,3,5,MW
TXN07578,2024-02-07,367885,Debit,399.0,USD,Camacho-Palmer,Sales,Cash,0,None,None,None,U229,104.06,2,0,DE
TXN07579,2024-01-19,713396,Credit,1074.68,USD,"Miller, Kelley and Sanchez",Operations,Credit Card,1,Error,Low,E002,U303,455.31,10,0,MY
TXN07580,2024-07-13,486182,Refund,9391.1,USD,"Stewart, Lewis and Hernandez",Operations,Credit Card,0,None,None,None,U493,202.84,8,3,SE
TXN07581,2024-04-16,175244,Debit,6651.59,USD,Bolton-Castillo,Marketing,Cash,0,None,None,None,U424,487.93,1,2,AO
TXN07582,2024-06-22,135622,Refund,9984.05,USD,Morales-Murphy,Marketing,Credit Card,0,None,None,None,U247,322.28,7,5,KI
TXN07583,2024-02-28,937567,Debit,6962.11,USD,"Bowman, Williams and Lewis",Payroll,Credit Card,0,None,None,None,U242,294.47,5,5,ID
TXN07584,2024-07-06,795001,Refund,8158.78,USD,"Waters, Soto and Wheeler",Marketing,Credit Card,0,None,None,None,U481,455.91,1,4,PG
TXN07585,2024-10-31,353385,Credit,9992.81,USD,"Johnson, Moore and Ward",Operations,Credit Card,0,None,None,None,U283,431.36,7,3,CF
TXN07586,2024-04-02,495421,Credit,2813.87,USD,Peterson-Mcdaniel,Payroll,Cash,0,None,None,None,U159,253.38,5,5,BA
TXN07587,2024-06-07,707647,Debit,8498.87,USD,"Anderson, Anderson and Medina",Payroll,Cash,0,None,None,None,U207,369.45,2,3,CH
TXN07588,2024-08-10,450121,Credit,9813.29,USD,Diaz-Torres,Operations,Credit Card,0,None,None,None,U215,190.99,3,2,VC
TXN07589,2024-12-30,513949,Credit,9751.54,USD,Brown Ltd,Operations,Bank Transfer,0,None,None,None,U188,295.15,4,5,CD
TXN07590,2024-08-19,486869,Refund,3644.21,USD,Baker-Briggs,Payroll,Bank Transfer,0,None,None,None,U015,400.83,2,0,CD
TXN07591,2024-08-02,349958,Refund,4987.89,USD,"Nelson, Lopez and Baker",Sales,Credit Card,0,None,None,None,U427,135.35,6,2,LI
TXN07592,2024-02-05,761720,Debit,7388.9,USD,Williams and Sons,Inventory,Bank Transfer,0,None,None,None,U495,216.59,5,2,BW
TXN07593,2024-05-31,598375,Debit,4074.64,USD,"Carter, Hopkins and Olson",Sales,Cash,0,None,None,None,U308,157.06,1,1,PE
TXN07594,2024-09-27,775784,Refund,271.22,USD,"Bell, Meyer and Hodges",Payroll,Credit Card,1,Fraud,Low,E002,U287,485.53,3,5,LA
TXN07595,2025-01-01,554624,Debit,2858.7,USD,"Dominguez, Phillips and Macdonald",Sales,Bank Transfer,0,None,None,None,U229,444.2,5,0,DM
TXN07596,2024-08-11,764532,Refund,1855.91,USD,Kim-Murray,Inventory,Bank Transfer,1,Misstatement,Low,F001,U343,287.61,5,0,BJ
TXN07597,2024-04-08,845139,Credit,939.83,USD,Smith Group,Operations,Bank Transfer,0,None,None,None,U137,374.49,8,4,NO
TXN07598,2024-11-19,557995,Credit,1382.87,USD,Wang-Ryan,Inventory,Bank Transfer,0,None,None,None,U294,332.82,9,5,GD
TXN07599,2024-01-30,332892,Debit,5254.29,USD,Hall-Weaver,Inventory,Cash,1,Misstatement,Low,F001,U355,275.14,4,0,GD
TXN07600,2024-01-23,733249,Credit,5999.46,USD,"Kramer, Cantrell and Mosley",Operations,Bank Transfer,0,None,None,None,U409,218.17,1,1,FI
TXN07601,2025-01-01,484063,Credit,1010.22,USD,"Lopez, Kelley and Stewart",Inventory,Bank Transfer,0,None,None,None,U119,187.15,8,2,TH
TXN07602,2024-12-27,670851,Refund,1142.61,USD,Santos Ltd,Sales,Cash,0,None,None,None,U439,445.45,6,1,SL
TXN07603,2024-07-02,449498,Refund,9746.64,USD,Alexander-Mcgee,Payroll,Bank Transfer,0,None,None,None,U252,245.33,1,0,CZ
TXN07604,2024-01-15,853049,Credit,7682.31,USD,Espinoza Inc,Sales,Cash,1,Error,Low,F001,U148,247.28,2,5,GD
TXN07605,2024-10-13,964376,Debit,3189.93,USD,Lopez and Sons,Inventory,Credit Card,0,None,None,None,U413,106.13,7,3,HU
TXN07606,2024-03-14,835322,Debit,1246.03,USD,Young and Sons,Sales,Bank Transfer,0,None,None,None,U342,323.97,4,5,UG
TXN07607,2024-01-08,939913,Refund,5768.35,USD,Edwards Group,Payroll,Credit Card,0,None,None,None,U144,120.37,3,4,ZM
TXN07608,2024-08-30,217455,Credit,5826.46,USD,Fowler-Campbell,Marketing,Cash,0,None,None,None,U308,158.06,8,3,AO
TXN07609,2024-05-09,502912,Credit,797.6,USD,Madden-Cisneros,Payroll,Credit Card,0,None,None,None,U018,346.88,1,1,BF
TXN07610,2024-04-03,935220,Credit,500.3,USD,"Taylor, Kim and Hunt",Marketing,Bank Transfer,0,None,None,None,U355,107.39,4,0,SZ
TXN07611,2024-03-15,737689,Refund,3121.77,USD,"Meyer, Dean and Wilkinson",Operations,Cash,0,None,None,None,U035,270.61,5,3,MG
TXN07612,2024-10-23,842691,Refund,7608.74,USD,"Munoz, Cooley and Ramos",Payroll,Cash,0,None,None,None,U130,333.09,10,0,MC
TXN07613,2024-05-10,910829,Refund,7550.86,USD,"Davis, Jackson and Hunter",Marketing,Bank Transfer,1,Error,Low,M003,U054,222.0,2,2,CL
TXN07614,2024-09-25,711680,Debit,9130.6,USD,Bender-Hayes,Operations,Credit Card,0,None,None,None,U426,178.32,5,5,GW
TXN07615,2024-05-09,205847,Debit,805.83,USD,Cobb and Sons,Payroll,Cash,0,None,None,None,U163,226.05,2,3,TT
TXN07616,2024-12-05,738248,Debit,7131.01,USD,"Blanchard, James and Moore",Sales,Credit Card,0,None,None,None,U212,464.51,1,3,KP
TXN07617,2024-07-09,674352,Credit,9352.74,USD,Lawrence-Ritter,Operations,Cash,0,None,None,None,U419,201.71,6,4,MK
TXN07618,2024-04-19,231425,Credit,8704.3,USD,Crawford-Berry,Marketing,Credit Card,0,None,None,None,U339,424.58,3,3,LA
TXN07619,2024-06-19,150320,Refund,5465.19,USD,Nguyen-Bell,Payroll,Bank Transfer,1,Fraud,High,F001,U112,375.17,7,5,BH
TXN07620,2024-02-07,434045,Credit,9064.13,USD,Wilson PLC,Payroll,Cash,0,None,None,None,U253,337.4,10,0,IR
TXN07621,2024-11-22,110464,Credit,6582.42,USD,Waters Ltd,Inventory,Cash,1,Fraud,Medium,E002,U458,181.25,7,5,EE
TXN07622,2024-04-26,816635,Debit,1013.35,USD,Miranda Group,Marketing,Bank Transfer,0,None,None,None,U081,351.68,4,5,MT
TXN07623,2024-06-21,165708,Refund,4042.46,USD,Jimenez Group,Payroll,Bank Transfer,0,None,None,None,U206,115.21,7,5,TL
TXN07624,2024-09-10,981293,Debit,9308.57,USD,"Case, Torres and Clements",Payroll,Cash,0,None,None,None,U499,413.33,5,4,CA
TXN07625,2024-11-22,797741,Credit,3125.8,USD,Jordan and Sons,Marketing,Bank Transfer,0,None,None,None,U086,109.92,3,0,LV
TXN07626,2024-09-29,871009,Debit,8780.86,USD,Woods-Martinez,Payroll,Credit Card,0,None,None,None,U465,308.28,8,3,ST
TXN07627,2024-11-21,560712,Refund,938.75,USD,Middleton-Stephens,Sales,Cash,1,Fraud,Medium,F001,U464,163.79,3,4,UA
TXN07628,2024-12-23,614834,Credit,3339.33,USD,Herman-Santos,Sales,Credit Card,0,None,None,None,U457,229.36,2,3,PA
TXN07629,2024-07-03,364631,Refund,7413.53,USD,Craig-Baker,Payroll,Credit Card,1,Error,High,E002,U454,357.99,3,1,IL
TXN07630,2024-10-15,846292,Credit,1377.55,USD,"Johnson, Vazquez and Rose",Operations,Cash,0,None,None,None,U234,146.57,7,0,UY
TXN07631,2024-01-31,645535,Credit,952.21,USD,Mccoy-Conrad,Inventory,Bank Transfer,0,None,None,None,U022,383.91,5,0,NZ
TXN07632,2024-05-13,882404,Credit,9447.51,USD,Skinner-King,Payroll,Cash,0,None,None,None,U493,366.01,6,3,GY
TXN07633,2024-04-02,968683,Refund,50.05,USD,Hart LLC,Sales,Bank Transfer,0,None,None,None,U155,276.78,5,3,PL
TXN07634,2024-10-06,285895,Debit,8915.11,USD,"Johnson, Johnson and Norton",Inventory,Credit Card,1,Misstatement,High,M003,U338,160.35,4,0,TG
TXN07635,2024-08-25,964243,Refund,434.82,USD,Nguyen Ltd,Marketing,Cash,0,None,None,None,U471,179.24,7,1,PK
TXN07636,2024-06-02,665028,Credit,8096.91,USD,Newman-Mcgee,Payroll,Credit Card,0,None,None,None,U420,102.41,8,1,BE
TXN07637,2024-09-16,201212,Refund,4065.83,USD,Clark-Garrett,Sales,Bank Transfer,0,None,None,None,U253,218.24,7,0,BW
TXN07638,2024-02-27,885874,Refund,1077.84,USD,"Myers, Phelps and Burgess",Operations,Bank Transfer,0,None,None,None,U492,296.79,9,2,RW
TXN07639,2024-11-13,423934,Refund,1596.48,USD,George PLC,Operations,Cash,0,None,None,None,U309,413.74,8,3,BT
TXN07640,2024-06-21,347321,Credit,9397.18,USD,"Cook, Gaines and Taylor",Payroll,Bank Transfer,0,None,None,None,U113,105.1,10,5,GB
TXN07641,2024-02-03,899017,Refund,8951.29,USD,"Young, Chapman and Howard",Inventory,Bank Transfer,0,None,None,None,U483,169.38,7,2,SN
TXN07642,2024-02-27,590044,Refund,2483.28,USD,Nelson Group,Payroll,Cash,0,None,None,None,U167,167.92,8,4,BN
TXN07643,2024-04-30,576553,Debit,3347.29,USD,Jordan-Lowe,Payroll,Bank Transfer,0,None,None,None,U490,229.2,5,1,AE
TXN07644,2024-06-11,451431,Debit,1859.44,USD,Taylor-Thomas,Sales,Credit Card,0,None,None,None,U064,466.3,7,3,ET
TXN07645,2024-07-25,712693,Refund,9182.45,USD,"Fernandez, Foley and Downs",Operations,Cash,0,None,None,None,U319,364.3,8,2,LT
TXN07646,2024-03-08,204861,Refund,7009.97,USD,"Gross, Walsh and Gomez",Marketing,Cash,0,None,None,None,U327,132.1,3,4,CL
TXN07647,2024-11-27,500563,Credit,1047.7,USD,"Wallace, Barnett and Arellano",Inventory,Credit Card,0,None,None,None,U354,201.84,7,4,UG
TXN07648,2024-04-16,957479,Credit,8124.36,USD,Rangel-Adkins,Inventory,Credit Card,0,None,None,None,U401,137.32,10,4,HR
TXN07649,2024-09-09,443146,Debit,4708.45,USD,Hartman Inc,Sales,Cash,0,None,None,None,U312,268.5,9,0,BD
TXN07650,2024-03-04,137169,Debit,7290.2,USD,Shaffer Inc,Marketing,Cash,0,None,None,None,U410,497.58,7,5,IQ
TXN07651,2024-07-07,696683,Credit,1275.35,USD,Hicks Inc,Payroll,Bank Transfer,0,None,None,None,U233,318.4,4,5,NE
TXN07652,2024-05-22,967744,Debit,7381.24,USD,Reyes and Sons,Operations,Cash,0,None,None,None,U163,462.99,1,5,NO
TXN07653,2024-10-27,678774,Credit,8223.53,USD,"Wilson, Anderson and Scott",Sales,Credit Card,0,None,None,None,U155,238.57,2,5,EG
TXN07654,2024-03-30,123452,Credit,6827.66,USD,"Howe, Villegas and Nash",Marketing,Bank Transfer,0,None,None,None,U077,470.44,4,5,CY
TXN07655,2024-05-04,521246,Refund,2393.48,USD,Nelson-Rivera,Marketing,Cash,0,None,None,None,U273,296.71,4,0,SK
TXN07656,2024-03-10,370431,Refund,4085.03,USD,Hahn-Williams,Operations,Bank Transfer,0,None,None,None,U283,206.36,4,3,WS
TXN07657,2024-08-12,534541,Debit,6817.3,USD,George-Dominguez,Inventory,Credit Card,0,None,None,None,U435,112.63,3,5,CI
TXN07658,2024-09-02,363706,Refund,8751.98,USD,"Contreras, Obrien and Bird",Marketing,Credit Card,0,None,None,None,U481,255.35,8,3,IS
TXN07659,2024-05-16,368198,Refund,5771.14,USD,"Sanchez, Keller and Phillips",Marketing,Credit Card,0,None,None,None,U190,490.99,10,2,SY
TXN07660,2024-09-08,251177,Credit,7301.21,USD,Lopez-Walker,Inventory,Credit Card,0,None,None,None,U392,279.65,9,4,LB
TXN07661,2024-11-26,570492,Debit,8419.98,USD,Coleman-Bender,Marketing,Cash,0,None,None,None,U244,114.47,9,5,MA
TXN07662,2024-11-17,625808,Refund,4931.6,USD,Miller-Adams,Sales,Cash,0,None,None,None,U378,408.54,3,0,PS
TXN07663,2024-03-05,277970,Debit,2386.74,USD,Rivas LLC,Operations,Cash,0,None,None,None,U370,207.26,2,1,VN
TXN07664,2025-01-04,730054,Credit,4302.93,USD,Le-Mcdonald,Payroll,Cash,0,None,None,None,U486,165.89,8,3,AM
TXN07665,2024-04-25,298531,Refund,6136.45,USD,"Sullivan, Sanchez and Wood",Sales,Bank Transfer,0,None,None,None,U005,145.44,1,3,CZ
TXN07666,2024-09-19,608917,Credit,3890.53,USD,Graham-Price,Operations,Cash,0,None,None,None,U020,175.17,3,5,PA
TXN07667,2024-02-24,138459,Refund,8252.0,USD,"Robinson, Beck and Jimenez",Payroll,Credit Card,0,None,None,None,U489,181.67,7,1,SR
TXN07668,2024-09-13,453510,Debit,2934.14,USD,"Chen, French and Cowan",Payroll,Cash,0,None,None,None,U100,402.06,8,1,HR
TXN07669,2024-07-21,639565,Credit,1370.74,USD,Byrd LLC,Marketing,Credit Card,1,Error,High,E002,U155,344.39,2,1,VE
TXN07670,2024-10-19,663635,Credit,9737.48,USD,"Rivera, Chen and Walker",Inventory,Cash,0,None,None,None,U460,262.44,10,0,AD
TXN07671,2024-11-24,368244,Debit,4121.31,USD,Dodson-Hickman,Operations,Credit Card,0,None,None,None,U446,352.23,10,4,MW
TXN07672,2024-05-08,100676,Credit,5787.53,USD,Thompson LLC,Payroll,Cash,0,None,None,None,U257,141.33,7,3,BD
TXN07673,2024-11-09,611826,Debit,2700.91,USD,"Flores, Galloway and Campbell",Marketing,Credit Card,1,Fraud,Medium,M003,U028,404.34,2,0,BI
TXN07674,2024-10-31,806466,Credit,6167.68,USD,"Wilcox, Patterson and Moore",Payroll,Bank Transfer,0,None,None,None,U377,483.83,5,5,CZ
TXN07675,2024-02-08,348420,Credit,8896.78,USD,Gonzales-Shaw,Operations,Credit Card,0,None,None,None,U200,455.72,10,0,PH
TXN07676,2024-06-11,760238,Credit,7071.97,USD,Estrada PLC,Inventory,Credit Card,0,None,None,None,U105,317.27,5,1,LK
TXN07677,2024-04-06,197753,Debit,2557.44,USD,"Gonzales, Wong and Beltran",Sales,Bank Transfer,0,None,None,None,U137,420.54,10,0,NA
TXN07678,2024-04-16,847500,Refund,6056.51,USD,Pierce-Thomas,Sales,Cash,1,Error,High,F001,U259,269.31,2,1,NL
TXN07679,2024-05-06,251824,Credit,24.51,USD,Jones and Sons,Sales,Cash,0,None,None,None,U354,364.38,9,0,EC
TXN07680,2024-05-03,602928,Debit,1154.96,USD,Duncan-Perez,Payroll,Bank Transfer,0,None,None,None,U028,241.58,6,5,YE
TXN07681,2024-04-23,634720,Debit,5911.47,USD,Landry PLC,Inventory,Cash,1,Misstatement,Low,E002,U381,480.89,2,5,FI
TXN07682,2024-06-29,156618,Credit,7470.39,USD,Yates and Sons,Inventory,Bank Transfer,0,None,None,None,U190,154.65,5,2,NE
TXN07683,2024-11-14,891052,Debit,6916.09,USD,Wood Group,Payroll,Credit Card,0,None,None,None,U062,124.36,8,0,MD
TXN07684,2024-11-24,545561,Debit,5770.39,USD,Johnson-Richardson,Payroll,Bank Transfer,0,None,None,None,U428,436.3,6,4,UZ
TXN07685,2024-04-27,600038,Debit,8146.32,USD,"Anderson, Mcdaniel and Bowen",Sales,Credit Card,0,None,None,None,U354,253.11,7,3,DZ
TXN07686,2024-04-28,547800,Credit,5806.24,USD,Thomas-Butler,Payroll,Credit Card,0,None,None,None,U392,254.59,2,1,CL
TXN07687,2024-02-24,687838,Refund,9672.07,USD,Dawson-Serrano,Inventory,Cash,0,None,None,None,U463,388.34,7,4,AU
TXN07688,2024-09-06,418069,Debit,2495.31,USD,Donovan PLC,Sales,Cash,0,None,None,None,U381,434.69,1,4,CF
TXN07689,2024-10-06,110913,Credit,7113.57,USD,"Saunders, Mason and Zimmerman",Inventory,Cash,0,None,None,None,U052,499.99,4,2,AE
TXN07690,2024-11-07,567203,Refund,2316.25,USD,Barrett and Sons,Payroll,Credit Card,0,None,None,None,U435,250.41,9,3,GH
TXN07691,2024-10-07,184152,Debit,2507.46,USD,"Alexander, Fitzgerald and Walker",Marketing,Cash,0,None,None,None,U428,285.41,5,4,SA
TXN07692,2024-02-15,373972,Debit,475.18,USD,Mcintosh-Craig,Operations,Cash,1,Fraud,Medium,E002,U020,426.64,10,1,KH
TXN07693,2024-02-03,389500,Credit,731.27,USD,Miller-Ibarra,Marketing,Bank Transfer,0,None,None,None,U030,252.97,6,2,LC
TXN07694,2024-07-10,609043,Credit,3953.24,USD,Dorsey Group,Sales,Bank Transfer,0,None,None,None,U185,232.36,3,4,AL
TXN07695,2024-07-14,130076,Refund,9652.55,USD,Everett LLC,Marketing,Credit Card,1,Fraud,Low,M003,U191,119.1,7,4,PW
TXN07696,2024-07-04,360421,Refund,2772.73,USD,Mcdaniel-Christensen,Payroll,Credit Card,0,None,None,None,U139,204.59,1,0,KG
TXN07697,2024-08-21,832793,Credit,1135.01,USD,Harris-Sanchez,Marketing,Credit Card,0,None,None,None,U182,241.2,7,5,MM
TXN07698,2024-08-07,627102,Credit,38.15,USD,"Smith, Johnson and Obrien",Operations,Bank Transfer,0,None,None,None,U265,397.87,9,2,CI
TXN07699,2024-12-08,375172,Debit,2109.95,USD,Hines Ltd,Inventory,Cash,0,None,None,None,U320,131.1,3,3,GD
TXN07700,2024-05-11,762597,Debit,1116.64,USD,Wright-Hodge,Inventory,Credit Card,0,None,None,None,U433,446.77,3,0,OM
TXN07701,2024-04-12,661048,Refund,6965.28,USD,Gibson Group,Inventory,Credit Card,1,Fraud,Low,M003,U308,454.28,9,5,BI
TXN07702,2024-09-28,892135,Refund,4139.42,USD,"Reid, Bridges and Howard",Sales,Credit Card,0,None,None,None,U262,222.28,8,4,DJ
TXN07703,2024-04-03,306572,Debit,3420.16,USD,Herrera Ltd,Inventory,Cash,0,None,None,None,U183,417.72,10,1,BZ
TXN07704,2024-08-01,963102,Debit,4476.27,USD,"Perez, Brown and Roman",Sales,Credit Card,0,None,None,None,U003,431.27,6,2,LT
TXN07705,2024-07-09,985138,Refund,1478.41,USD,"Martinez, Kim and Wallace",Marketing,Credit Card,0,None,None,None,U468,329.44,7,5,TW
TXN07706,2024-11-11,631317,Debit,6483.15,USD,Barry PLC,Inventory,Credit Card,0,None,None,None,U311,325.91,2,3,PW
TXN07707,2024-05-16,444820,Credit,1241.21,USD,Morales-Booth,Payroll,Bank Transfer,0,None,None,None,U084,242.47,5,2,KW
TXN07708,2024-08-20,144126,Credit,3693.88,USD,Summers-Carrillo,Payroll,Cash,0,None,None,None,U104,453.11,2,0,CN
TXN07709,2024-09-27,634714,Refund,9772.73,USD,Brown Group,Sales,Bank Transfer,0,None,None,None,U496,452.25,1,5,TT
TXN07710,2024-12-15,349271,Refund,3793.46,USD,Moran-Nelson,Inventory,Cash,0,None,None,None,U167,331.58,10,3,BA
TXN07711,2024-09-21,361630,Debit,5193.47,USD,"Stephens, Randall and Moore",Inventory,Credit Card,0,None,None,None,U291,168.25,7,4,JP
TXN07712,2024-05-03,141725,Debit,2757.9,USD,Cooper PLC,Marketing,Cash,0,None,None,None,U419,272.77,7,5,PW
TXN07713,2024-08-14,123013,Credit,6634.57,USD,Taylor Group,Payroll,Bank Transfer,0,None,None,None,U143,103.31,2,2,SC
TXN07714,2024-11-26,387536,Debit,8578.98,USD,Rhodes-Wilson,Marketing,Cash,0,None,None,None,U074,308.39,6,1,FR
TXN07715,2024-03-28,286047,Refund,1467.7,USD,"Foster, Gonzalez and Brown",Operations,Cash,0,None,None,None,U240,351.46,10,2,SM
TXN07716,2024-01-31,616792,Refund,3898.22,USD,Bailey-Swanson,Operations,Credit Card,1,Fraud,High,M003,U479,405.88,3,2,CA
TXN07717,2024-04-20,476715,Debit,1888.13,USD,Roman-Thomas,Operations,Bank Transfer,0,None,None,None,U185,142.83,10,2,FJ
TXN07718,2024-08-27,863327,Credit,6661.91,USD,Salas and Sons,Operations,Cash,1,Misstatement,Medium,F001,U420,195.37,4,0,GT
TXN07719,2024-05-23,161539,Credit,9468.18,USD,Tyler-Sharp,Inventory,Cash,0,None,None,None,U442,370.47,3,5,TW
TXN07720,2024-10-17,843116,Debit,2435.26,USD,Brown LLC,Operations,Bank Transfer,1,Fraud,Low,F001,U402,161.25,6,3,LY
TXN07721,2024-07-31,730711,Debit,4894.25,USD,"Wilcox, Lloyd and Cantu",Operations,Cash,0,None,None,None,U435,373.39,8,2,PL
TXN07722,2024-10-13,551752,Refund,2746.24,USD,"Brown, Flores and Vaughn",Inventory,Credit Card,1,Error,Medium,E002,U205,156.38,9,3,PH
TXN07723,2024-11-12,153831,Refund,498.84,USD,Williams-Christensen,Marketing,Credit Card,0,None,None,None,U167,198.45,10,3,TR
TXN07724,2024-12-19,431177,Refund,40.54,USD,"Mitchell, Dalton and Robles",Marketing,Credit Card,0,None,None,None,U246,475.53,1,3,BB
TXN07725,2024-02-13,247659,Credit,4641.19,USD,Holmes-Kim,Operations,Credit Card,1,Fraud,Medium,E002,U419,369.03,9,0,LC
TXN07726,2024-08-15,337484,Debit,623.43,USD,"Alvarez, Gonzalez and Simmons",Inventory,Bank Transfer,0,None,None,None,U255,390.0,9,4,YE
TXN07727,2024-07-20,928435,Refund,8890.48,USD,"Brown, Klein and Silva",Operations,Cash,0,None,None,None,U093,404.49,6,3,NI
